REPORT_NUMBER,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,NRC_RPT_NUM,NRC_RPT_DATETIME,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,INJURY_IND,ONSHORE_STATE_ABBREVIATION,ONSHORE_POSTAL_CODE,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,PIPE_FAC_NAME,ITEM_INVOLVED,INSTALLATION_YEAR,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,AMOUNT_RELEASED,REL_WATER_NAME,COMMODITY_REACHED_HCA,COMMERCIALLY_NAV_IND,HIGH_POP_IND,OTHER_POP_IND,USA_DRINKING_IND,USA_ECOLOGICAL_IND,PRPTY,CAUSE,CAUSE_DETAILS,PREPARER_EMAIL,AUTHORIZER_EMAIL,DOMAIN
20150073,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",1/31/15 1:00,41.51458,-87.45134,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.36,,0.36,NO,NO,IN,46319,GRIFFITH,LAKE,GRIFFITH TERMINAL,PUMP,2006,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,,,11911,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,stacy.soine@enbridge.com,ron.carlberg@enbridge.com,enbridge.com
20150080,32632,"JP ENERGY MARKETING, LLC",1/30/15 9:55,33.947489,-97.021931,1106953,1/30/15 11:15,CRUDE OIL,,760,,760,NO,NO,OK,73448,Not Within a Municipality,LOVE COUNTY,RED RIVER PIPELINE,PIPE,1950,NO,YES,YES,YES,YES,,YES,YES,,,,760,SALT CREEK ACCORDING TO USGS TOPOGRAPHINC MAP,NO,,,,,,4430000,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,rstuart@jpep.com,rstuart@jpep.com,jpep.com
20150074,22442,WEST TEXAS GULF PIPELINE CO,1/30/15 7:00,32.52944,-100.83055,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1,,1,NO,NO,TX,79526,COLORADO CITY,SCURRY,WTG-COLORADO CITY STATION,PIPE,2000,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,1000,CORROSION FAILURE,INTERNAL CORROSION,tgnardozzi@sunocologistics.com,tgnardozzi@sunocologistics.com,sunocologistics.com
20150058,2552,COLONIAL PIPELINE CO,1/30/15 7:00,30.71105,-91.28417,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),2.86,,2.86,NO,NO,LA,70748,JACKSON,EAST FELICIANA,BATON ROUGE JUNCTION,SUMP/SEPARATOR,,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,16652,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",kmckay@colpipe.com,dlohoff@colpipe.com,colpipe.com
20150037,32147,MARATHON PIPE LINE LLC,1/29/15 15:00,41.511142,-87.445436,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.4,,0.4,NO,NO,IN,46307,GRIFFITH,LAKE,GRIFFITH EAST STATION,OTHER,,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,,,,540,NATURAL FORCE DAMAGE,TEMPERATURE,rlhermiller@marathonpetroleum.com,rwbishop@marathonpetroleum.com,marathonpetroleum.com
20150213,1845,"BUCKEYE PARTNERS, LP",1/27/15 5:50,40.6017,-74.260967,1107349,2/4/15 16:02,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.24,,0.24,NO,NO,NJ,8861,PERTH AMBOY,MIDDLESEX,PERTH AMBOY,PUMP,2014,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,,,,152000,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,cstrickler@buckeye.com,cpankowski@buckeye.com,buckeye.com
20150068,31618,ENTERPRISE PRODUCTS OPERATING LLC,1/26/15 12:20,36.232606,-107.54596,1106616,1/26/15 12:49,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),24,0,0,NO,NO,NM,87018,LYBROOK,RIO ARRIBA COUNTY,LYBROOK STATION,"WELD, INCLUDING HEAT-AFFECTED ZONE",2005,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,250500,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",rlow@eprod.com,rlow@eprod.com,eprod.com
20150067,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",1/26/15 12:10,29.72979,-95.22212,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),1.11,,0.63,NO,NO,TX,77547,GALENA PARK,HARRIS,GALENA PARK TERMINAL,TANK/VESSEL,2008,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,25218,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,danielle_stephens@kindermorgan.com,danielle_stephens@kindermorgan.com,kindermorgan.com
20150069,31045,"GENESIS PIPELINE USA, L.P.",1/26/15 11:33,30.548063,-91.193891,1106620,1/26/15 13:17,CRUDE OIL,,0.4,,0.4,NO,NO,LA,70807,BATON ROUGE,EAST BATON ROUGE,SCENIC STATION,VALVE,2013,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,82020,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,jorge.morice@genlp.com,john.jewett@genlp.com,genlp.com
20150071,31618,ENTERPRISE PRODUCTS OPERATING LLC,1/26/15 9:38,40.366817,-80.584594,1106602,1/26/15 11:38,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,30565,0,0,NO,NO,WV,26035,COLLIERS,BROOKE,ATEX-1,PIPE,2013,NO,NO,NO,YES,NO,,,,,,,,,NO,,,,,,6910591,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",mjpavlak@eprod.com,mjpavlak@eprod.com,eprod.com
20150070,30782,HARVEST PIPELINE COMPANY,1/25/15 15:28,29.419868,-89.515921,1106558,1/25/15 15:28,CRUDE OIL,,0.07,,0,NO,NO,LA,70041,Not Within a Municipality,PLAQUEMINES,BLACK BAY OIL,PIPE,2012,NO,NO,NO,NO,YES,YES,,,,,,0.07,BLACK BAY,NO,,,,,,22004,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,jrotolo@hilcorp.com,mlopez@hilcorp.com,hilcorp.com
20150060,31618,ENTERPRISE PRODUCTS OPERATING LLC,1/24/15 12:45,30.566736,-97.621066,1106509,1/24/15 13:10,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),0.1,22,0,NO,NO,TX,78665,ROUND ROCK,WILLIAMSON COUNTY,SEMINOLE,VALVE,,NO,NO,NO,NO,NO,,,,,,,,,YES,,,,,YES,264500,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,rlow@eprod.com,rlow@eprod.com,eprod.com
20150066,1960,BUTTE PIPELINE CO,1/23/15 6:30,46.39053,-104.45044,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,2,,2,NO,NO,MT,59313,BAKER,FALLON,BAKER STATION,VALVE,2012,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,3300,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,jared.radosevich@truecos.com,jared.radosevich@truecos.com,truecos.com
20150061,300,"PLAINS PIPELINE, L.P.",1/22/15 9:00,31.136282,-102.189062,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,2,,2,NO,NO,TX,79752,MCCAMEY,UPTON,MCCAMEY,FLANGE,2012,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,8400,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20150055,30829,ENTERPRISE CRUDE PIPELINE LLC,1/22/15 7:15,29.952065,-96.861438,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,3,,3,NO,NO,TX,78945,LA GRANGE,FAYETTE,LA GRANGE STATION,SUMP/SEPARATOR,,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,2525,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,nvtruong@eprod.com,nvtruong@eprod.com,eprod.com
20150065,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",1/21/15 6:38,46.68904,-92.06135,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,2,,2,NO,NO,WI,54880,SUPERIOR,DOUGLAS,SUPERIOR TERMINAL,PUMP,2012,NO,YES,NO,NO,NO,,,,,,,,,YES,YES,YES,YES,YES,,40436,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,stacy.soine@enbridge.com,ron.carlberg@enbridge.com,enbridge.com
20150062,26085,"PLAINS MARKETING, L.P.",1/20/15 14:15,35.936677,-96.745218,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.5,,0.5,NO,NO,OK,74023,CUSHING,PAYNE,CUSHING TERMINAL,FLANGE,1992,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,11530,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20150063,32109,"ONEOK NGL PIPELINE, LLC",1/20/15 12:34,35.31111,-97.00602,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),6.9,0,0,NO,NO,OK,74801,Not Within a Municipality,POTTAWATOMIE,ONEOK SHAWNEE PUMP STATION,TUBING,2009,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,,,501,INCORRECT OPERATION,OTHER INCORRECT OPERATION,neal.jones@oneok.com,neal.jones@oneok.com,oneok.com
20150057,2552,COLONIAL PIPELINE CO,1/20/15 10:15,39.849005,-75.502586,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.88,,0.88,NO,NO,PA,19061,BOOTHWYN,CHESTER,BRANDYWINE STATION,OTHER,2012,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,,,28075,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,ansmith@colpipe.com,dlohoff@colpipe.com,colpipe.com
20150056,30829,ENTERPRISE CRUDE PIPELINE LLC,1/20/15 6:30,29.470028,-96.626722,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.5,,0.5,NO,NO,TX,77442,GARWOOD,COLORADO,WINN STATION,FLANGE,,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,2175,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,nvtruong@eprod.com,nvtruong@eprod.com,eprod.com
20150059,4906,EXXONMOBIL PIPELINE CO,1/19/15 12:00,29.617889,-96.350778,1107440,2/5/15 14:45,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),1.75,,1.75,NO,NO,TX,77434,Not Within a Municipality,COLORADO,BAYTOWN TO SAN ANTONIO (SAPL),PIPE,1962,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,72150,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),thad.massengale@exxonmobil.com,mark.d.weesner@exxonmobil.com,exxonmobil.com
20150064,26125,CALNEV PIPELINE CO,1/19/15 11:40,34.183191,-117.365394,1106071,1/19/15 12:13,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),3.57,,0.89,NO,NO,CA,92407,MUSCOY,SAN BERNARDINO,CALNEV 14-INCH MAINLINE,VALVE,1971,YES,YES,YES,YES,NO,,,,,,,,,YES,,,YES,,YES,459408,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,steve_marositz@kindermorgan.com,buzz_fant@kindermorgan.com,kindermorgan.com
20150038,32147,MARATHON PIPE LINE LLC,1/19/15 7:30,30.01177,-90.857704,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.7,,0.7,NO,NO,LA,70086,ST. JAMES,ST. JAMES,ST. JAMES CAPLINE,OTHER,1968,NO,YES,NO,NO,NO,,,,,,,,,YES,,,YES,YES,,1135,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,rlhermiller@marathonpetroleum.com,rwbishop@marathonpetroleum.com,marathonpetroleum.com
20150053,15774,NORTH DAKOTA PIPELINE COMPANY LLC,1/17/15 15:28,48.014962,-98.010309,1105938,1/17/15 18:25,CRUDE OIL,,0.06,,0.06,NO,NO,ND,58272,Not Within a Municipality,NELSON,LINE 81,PIPE,1962,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,169860,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),valerie.lavik@enbridge.com,kevin.gault@enbridge.com,enbridge.com
20150048,31878,BRIDGER PIPELINE LLC,1/17/15 10:15,47.03163,-104.77022,1105930,1/17/15 15:53,CRUDE OIL,,758,,65,NO,NO,MT,59330,Not Within a Municipality,DAWSON COUNTY,BRIDGER PIPELINE,"WELD, INCLUDING HEAT-AFFECTED ZONE",1967,NO,NO,NO,NO,YES,,YES,,YES,,YES,758,YELLOWSTONE RIVER,YES,,,YES,YES,YES,8059063,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,jared.radosevich@truecos.com,ken.dockweiler@truecos.com,truecos.com
20150051,39084,"CRIMSON GULF, LLC",1/16/15 10:02,29.310878,-89.296158,1105812,1/16/15 10:45,CRUDE OIL,,0.05,,0.05,NO,NO,LA,70091,VENICE,PLAQUEMINES PARISH,GRAND BAY RECIEVING STATION,PIPE,1953,NO,NO,NO,NO,YES,,YES,,,,,0.05,GRAND BAY RENTON POND,NO,,,,,,16025,CORROSION FAILURE,EXTERNAL CORROSION,dblakeslee@crimsonpl.com,lwalexander@crimsonpl.com,crimsonpl.com
20150043,30829,ENTERPRISE CRUDE PIPELINE LLC,1/16/15 9:50,31.899645,-102.638756,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.2,,0.2,NO,NO,TX,79764,LAWSON,ECTOR,LAWSON STATION,OTHER,2014,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,210,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,candress@eprod.com,candress@eprod.com,eprod.com
20150050,22855,"KOCH PIPELINE COMPANY, L.P.",1/15/15 14:25,45.698007,-93.996983,1105772,1/15/15 15:24,CRUDE OIL,,20,,17.5,NO,NO,MN,56329,FOLEY,BENTON,FOLEY PUMP STATION,VALVE,1980,NO,YES,NO,YES,YES,,,YES,,,,3,PERCHED GROUNDWATER ENTERED THE EXCAVATION SITE DURING RESPONSE AND INVESTIGATION ACTIVITIES.  ANY IMPACT TO GROUND WATER WAS MINIMAL AND DID NOT INVOLVE THE RESOURCE AQUIFER.,NO,,,,,,2286812,NATURAL FORCE DAMAGE,TEMPERATURE,carol.klusener@kochpipeline.com,kim.gerold@kochpipeline.com,kochpipeline.com
20150042,30829,ENTERPRISE CRUDE PIPELINE LLC,1/15/15 13:50,34.001474,-98.812338,1105756,1/15/15 15:36,CRUDE OIL,,25,,25,NO,NO,TX,76360,ELECTRA,WICHITA,C20,PIPE,,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,143250,CORROSION FAILURE,INTERNAL CORROSION,lswilliams@eprod.com,smdavis@eprod.com,eprod.com
20150049,32109,"ONEOK NGL PIPELINE, LLC",1/15/15 9:00,34.816479,-97.442674,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),1,29,0,NO,NO,OK,73057,Not Within a Municipality,GARVIN,ONEOK MAYSVILLE PUMP STATION,INSTRUMENTATION,2010,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,1480,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,neal.jones@oneok.com,neal.jones@oneok.com,oneok.com
20150046,18718,SUNOCO PIPELINE L.P.,1/14/15 16:20,29.98266,-94.06191,1105674,1/14/15 23:24,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),30,11709,0,NO,NO,TX,77705,BEAUMONT,JEFFERSON,WPOR,AUXILIARY PIPING (E.G. DRAIN LINES),2014,NO,NO,NO,NO,NO,,,,,,,,,YES,,,,YES,,670000,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,tgnardozzi@sunocologistics.com,tgnardozzi@sunocologistics.com,sunocologistics.com
20150052,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",1/14/15 14:20,40.162536,-101.529805,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.48,,0,NO,NO,NE,69021,BENKELMAN,DUNDY,BENKELMAN PUMP STATION,VALVE,2014,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,6605,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,jennifer.eckels@tallgrassenergylp.com,jennifer.eckels@tallgrassenergylp.com,tallgrassenergylp.com
20150045,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",1/13/15 13:20,46.6885,-92.05685,1105566,1/13/15 14:26,CRUDE OIL,,5,,5,NO,NO,WI,54880,SUPERIOR,DOUGLAS,SUPERIOR TERMINAL,VALVE,2010,NO,YES,NO,NO,NO,,,,,,,,,YES,YES,YES,YES,YES,,65770,NATURAL FORCE DAMAGE,TEMPERATURE,stacy.soine@enbridge.com,david.stafford@enbridge.com,enbridge.com
20150044,18092,"SFPP, LP",1/12/15 21:20,37.940135,-122.376323,1105512,1/12/15 21:42,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",58.9,,58.9,NO,NO,CA,94801,RICHMOND,CONTRA COSTA,RICHMOND PUMP STATION,SUMP/SEPARATOR,1957,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,,,550497,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,steve_marositz@kindermorgan.com,buzz_fant@kindermorgan.com,kindermorgan.com
20150040,31618,ENTERPRISE PRODUCTS OPERATING LLC,1/10/15 20:45,28.885881,-96.433027,1105356,1/10/15 22:01,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,27123,1423,0,NO,NO,TX,77970,Not Within a Municipality,JACKSON,SHOUP TO MONT BELVIEU,PIPE,1966,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,782260,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",wnburrell@eprod.com,wnburrell@eprod.com,eprod.com
20150041,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,1/9/15 8:15,35.95886,-96.75335,1105248,1/9/15 11:30,CRUDE OIL,,1,,1,NO,NO,OK,74023,CUSHING,PAYNE,CUSHING NORTH TERMINAL,PIPE,1950,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,525050,CORROSION FAILURE,INTERNAL CORROSION,stacy.soine@enbridge.com,ron.carlberg@enbridge.com,enbridge.com
20150035,12470,MID - VALLEY PIPELINE CO,1/9/15 7:53,40.70825,-84.12206,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,100,,95,NO,NO,OH,45804,LIMA,ALLEN,LIMA STATION,AUXILIARY PIPING (E.G. DRAIN LINES),2014,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,45946,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,tgnardozzi@sunocologistics.com,tgnardozzi@sunocologistics.com,sunocologistics.com
20150036,30829,ENTERPRISE CRUDE PIPELINE LLC,1/8/15 12:50,28.949113,-95.430507,1105173,1/8/15 13:10,CRUDE OIL,,300,,200,NO,NO,TX,77542,FREEPORT,BRAZORIA,JONES CREEK TANK FARM,RELIEF LINE,1995,NO,YES,YES,YES,YES,,,YES,,,,50,UPPERMOST GROUNDWATER BEARING UNIT,NO,,,,,,406250,CORROSION FAILURE,INTERNAL CORROSION,candress@eprod.com,candress@eprod.com,eprod.com
20150039,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,1/7/15 16:15,29.069927,-95.716402,1105111,1/7/15 18:10,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,0.24,,0.24,NO,NO,TX,77480,Not Within a Municipality,BRAZORIA,SR-41,PIPE,1947,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,60000,CORROSION FAILURE,EXTERNAL CORROSION,jeff.d.shouse@p66.com,todd.l.tullio@p66.com,p66.com
20150027,30829,ENTERPRISE CRUDE PIPELINE LLC,1/6/15 12:10,35.940253,-96.747933,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.5,,0.5,NO,NO,OK,74023,CUSHING,LINCOLN,CUSHING EAST TERMINAL,AUXILIARY PIPING (E.G. DRAIN LINES),,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,4525,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",smdavis@eprod.com,smdavis@eprod.com,eprod.com
20150032,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",1/6/15 11:30,40.52243,-74.25384,1105044,1/6/15 7:50,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),2,,1.9,NO,NO,TX,77506-0351,PASADENA,HARRIS,PASADENA TERMINAL,FLANGE,2013,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,,,14000,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,danielle_stephens@kindermorgan.com,danielle_stephens@kindermorgan.com,kindermorgan.com
20150034,300,"PLAINS PIPELINE, L.P.",1/5/15 13:33,28.525786,-99.222804,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1,,1,NO,NO,TX,78014,COTULLA,LA SALLE,GARDENDALE JV TERMINAL,AUXILIARY PIPING (E.G. DRAIN LINES),2012,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,1050,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20150033,15674,PLANTATION PIPE LINE CO,1/5/15 8:40,33.287449,-86.83171,1105531,1/13/15 9:14,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),9.52,,0,NO,NO,AL,35080,HELENA,SHELBY,HELENA TANK FARM,TANK/VESSEL,,NO,YES,YES,YES,YES,,,YES,,,,2.38,NONE,YES,,YES,,,YES,328000,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",quintin_frazier@kindermorgan.com,quintin_frazier@kindermorgan.com,kindermorgan.com
20150031,300,"PLAINS PIPELINE, L.P.",1/1/15 12:45,32.011423,-102.012891,1104686,1/1/15 12:35,CRUDE OIL,,500,,435,NO,NO,TX,79706,MIDLAND,MIDLAND,MIDLAND BASIN,PIPE,1953,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,376902,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),crcarter@paalp.com,tjmclane@paalp.com,paalp.com
20150028,31618,ENTERPRISE PRODUCTS OPERATING LLC,12/30/14 16:06,27.79952,-97.5645,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,181,0,0,NO,NO,TX,78410,CORPUS CHRISTI,NUECES,SHOUP PLANT,OTHER,,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,11400,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,wnburrell@eprod.com,wnburrell@eprod.com,eprod.com
20150030,4906,EXXONMOBIL PIPELINE CO,12/30/14 12:00,29.615889,-96.344667,1106082,1/19/15 16:15,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),9,,9,NO,NO,TX,77434,Not Within a Municipality,COLORADO,BAYTOWN TO SAN ANTONIO PIPELINE (SAPL),PIPE,1962,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,79000,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),thad.massengale@exxonmobil.com,mark.d.weesner@exxonmobil.com,exxonmobil.com
20150024,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",12/27/14 3:40,40.52243,-74.25384,1104314,12/27/14 4:00,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),100,,99,NO,NO,TX,77506-0351,PASADENA,HARRIS,PASADENA TERMINAL,VALVE,1955,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,,,69000,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,danielle_stephens@kindermorgan.com,danielle_stephens@kindermorgan.com,kindermorgan.com
